sale_date,product_id,product_name,category,quantity,cost_price,unit_price,profit,subtotal,unit,day_of_week,is_weekend,month,day_of_month,year,festival,is_festival,days_to_next_festival
2025-05-05,323,RC Cola 250ml Bottle,Beverages,2,20.0,23.0,6.0,46.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,214,Cornflour 200g Pack,Flour,4,42.0,48.0,24.0,192.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,223,Fresh Soyabean Oil 5L Bottle,Oil,2,862.0,925.0,126.0,1850.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,282,Radhuni Cumin Powder 100g Pack,Spices,6,88.0,95.0,42.0,570.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,304,ACI Bombay Sweets 200g Pack,Snacks,4,43.0,48.0,20.0,192.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,328,Fresh Drinking Water 1L,Beverages,2,18.0,20.0,4.0,40.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,227,Meizan Soyabean Oil 1L Bottle,Oil,4,173.0,188.0,60.0,752.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,250,Hilsa Fish Frozen,Fish,6,1200.0,1250.0,300.0,7500.0,kg,0,0,5,5,2025,none,0,33
2025-05-05,254,Shrimp (Chingri) Frozen,Fish,2,625.0,660.0,70.0,1320.0,kg,0,0,5,5,2025,none,0,33
2025-05-05,337,Arla Butter 200g Pack,Dairy,5,272.0,285.0,65.0,1425.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,272,Spinach (Pui Shak) Loose,Vegetables,3,35.0,38.0,9.0,114.0,kg,0,0,5,5,2025,none,0,33
2025-05-05,204,ACI Pure Atta 5kg Pack,Flour,4,318.0,350.0,128.0,1400.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,226,Radhuni Mustard Oil 5L Bottle,Oil,6,905.0,975.0,420.0,5850.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,285,Radhuni Meat Curry Masala 100g Pack,Spices,3,82.0,88.0,18.0,264.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,345,Fresh Bread 400g Loaf,Bakery,4,43.0,48.0,20.0,192.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,319,Coca Cola 2L Bottle,Beverages,2,142.0,155.0,26.0,310.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,376,Sundarbans Honey 500g Bottle,Condiments,3,545.0,580.0,105.0,1740.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,359,Pran Tomato Ketchup 340g Bottle,Condiments,1,115.0,125.0,10.0,125.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,268,Carrot Loose,Vegetables,5,58.0,62.0,20.0,310.0,kg,0,0,5,5,2025,none,0,33
2025-05-05,238,Molasses (Gur) 500g,Sugar,1,48.0,55.0,7.0,55.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,334,Pran Ghee 200g Jar,Dairy,5,325.0,340.0,75.0,1700.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,240,Farm Fresh Eggs White (Dozen),Eggs,5,132.0,141.0,45.0,705.0,dozen,0,0,5,5,2025,none,0,33
2025-05-05,257,Potato Loose,Vegetables,6,38.0,41.0,18.0,246.0,kg,0,0,5,5,2025,none,0,33
2025-05-05,363,Pran Mixed Pickles 400g Jar,Condiments,1,155.0,165.0,10.0,165.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,338,Anchor Butter 227g Pack,Dairy,4,295.0,315.0,80.0,1260.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,325,7UP 250ml Bottle,Beverages,5,22.0,25.0,15.0,125.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,364,Pran Mango Pickles 400g Jar,Condiments,2,148.0,158.0,20.0,316.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,279,Radhuni Turmeric Powder 200g Pack,Spices,1,135.0,148.0,13.0,148.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,307,Olympic Biscuit 300g Pack,Snacks,3,55.0,62.0,21.0,186.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,240,Farm Fresh Eggs White (Dozen),Eggs,2,132.0,141.0,18.0,282.0,dozen,0,0,5,5,2025,none,0,33
2025-05-05,295,Clove (Lobongo) 25g Pack,Spices,2,105.0,118.0,26.0,236.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,363,Pran Mixed Pickles 400g Jar,Condiments,6,155.0,165.0,60.0,990.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,284,Radhuni Garam Masala 50g Pack,Spices,2,82.0,90.0,16.0,180.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,342,Fresh Cheese 250g Pack,Dairy,6,185.0,200.0,90.0,1200.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,232,Fresh Sugar 1kg Pack,Sugar,4,81.0,87.0,24.0,348.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,362,Radhuni Chili Sauce 340g Bottle,Condiments,5,108.0,115.0,35.0,575.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,272,Spinach (Pui Shak) Loose,Vegetables,4,35.0,38.0,12.0,152.0,kg,0,0,5,5,2025,none,0,33
2025-05-05,277,Pran Masala Powder 200g Pack,Spices,3,155.0,168.0,39.0,504.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,241,Farm Fresh Eggs Brown (Dozen),Eggs,6,145.0,155.0,60.0,930.0,dozen,0,0,5,5,2025,none,0,33
2025-05-05,205,Teer Atta 1kg Pack,Flour,2,65.0,72.0,14.0,144.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,301,Mustard Seeds 100g Pack,Spices,3,68.0,75.0,21.0,225.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,282,Radhuni Cumin Powder 100g Pack,Spices,4,88.0,95.0,28.0,380.0,pcs,0,0,5,5,2025,none,0,33
2025-05-05,219,Rupchanda Soyabean Oil 1L Bottle,Oil,6,175.0,189.0,84.0,1134.0,pcs,0,0,5,5,2025,none,0,33
2025-05-06,242,Kazi Farms Eggs (Dozen),Eggs,5,138.0,148.0,50.0,740.0,dozen,1,0,5,6,2025,none,0,32
2025-05-06,360,Radhuni BBQ Sauce 340g Bottle,Condiments,5,125.0,135.0,50.0,675.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,365,Pran Fried Onion 200g Pack,Condiments,4,135.0,145.0,40.0,580.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,371,Mug Dal (Green Gram) Loose,Pulses,5,145.0,155.0,50.0,775.0,kg,1,0,5,6,2025,none,0,32
2025-05-06,276,Pran Masala Powder 100g Pack,Spices,5,78.0,85.0,35.0,425.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,346,Fresh Brown Bread 400g Loaf,Bakery,5,49.0,55.0,30.0,275.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,191,Miniket Rice (BRRI-28) Loose,Rice,2,72.0,78.0,12.0,156.0,kg,1,0,5,6,2025,none,0,32
2025-05-06,341,ACI Pure Paneer 200g Pack,Dairy,3,158.0,165.0,21.0,495.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,256,Shutki (Dried Fish),Fish,1,285.0,310.0,25.0,310.0,kg,1,0,5,6,2025,none,0,32
2025-05-06,226,Radhuni Mustard Oil 5L Bottle,Oil,5,905.0,975.0,350.0,4875.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,338,Anchor Butter 227g Pack,Dairy,5,295.0,315.0,100.0,1575.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,354,Pran Noodles 350g Pack,Noodles,1,38.0,42.0,4.0,42.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,242,Kazi Farms Eggs (Dozen),Eggs,1,138.0,148.0,10.0,148.0,dozen,1,0,5,6,2025,none,0,32
2025-05-06,307,Olympic Biscuit 300g Pack,Snacks,2,55.0,62.0,14.0,124.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,244,Country Eggs (Dozen),Eggs,1,158.0,170.0,12.0,170.0,dozen,1,0,5,6,2025,none,0,32
2025-05-06,373,Motor Dal (Peas) Loose,Pulses,5,108.0,118.0,50.0,590.0,kg,1,0,5,6,2025,none,0,32
2025-05-06,221,Rupchanda Soyabean Oil 5L Bottle,Oil,5,875.0,945.0,350.0,4725.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,335,Pran Ghee 500g Jar,Dairy,3,812.0,850.0,114.0,2550.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,372,Chola Dal (Chickpeas) Loose,Pulses,1,118.0,128.0,10.0,128.0,kg,1,0,5,6,2025,none,0,32
2025-05-06,350,Cake Rusk 300g Pack,Bakery,4,68.0,75.0,28.0,300.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,203,ACI Pure Atta 2kg Pack,Flour,1,128.0,140.0,12.0,140.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,317,Coca Cola 250ml Bottle,Beverages,1,22.0,25.0,3.0,25.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,340,Pran Yogurt 500g Tub,Dairy,1,88.0,95.0,7.0,95.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,245,Duck Eggs (Dozen),Eggs,6,165.0,180.0,90.0,1080.0,dozen,1,0,5,6,2025,none,0,32
2025-05-06,222,Fresh Soyabean Oil 1L Bottle,Oil,5,172.0,185.0,65.0,925.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,339,Pran Yogurt 80g Cup,Dairy,5,16.0,18.0,10.0,90.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,322,Fanta 250ml Bottle,Beverages,6,22.0,25.0,18.0,150.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,327,Tiger Energy Drink 250ml,Beverages,5,68.0,75.0,35.0,375.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,325,7UP 250ml Bottle,Beverages,4,22.0,25.0,12.0,100.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,373,Motor Dal (Peas) Loose,Pulses,1,108.0,118.0,10.0,118.0,kg,1,0,5,6,2025,none,0,32
2025-05-06,247,Desi Chicken (Country),Meat,5,485.0,520.0,175.0,2600.0,kg,1,0,5,6,2025,none,0,32
2025-05-06,193,BR-28 Rice Loose,Rice,6,60.0,65.0,30.0,390.0,kg,1,0,5,6,2025,none,0,32
2025-05-06,344,Dano Milk Powder 350g Pack,Dairy,6,325.0,348.0,138.0,2088.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,277,Pran Masala Powder 200g Pack,Spices,2,155.0,168.0,26.0,336.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,240,Farm Fresh Eggs White (Dozen),Eggs,1,132.0,141.0,9.0,141.0,dozen,1,0,5,6,2025,none,0,32
2025-05-06,364,Pran Mango Pickles 400g Jar,Condiments,6,148.0,158.0,60.0,948.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,281,Radhuni Chili Powder 200g Pack,Spices,5,145.0,158.0,65.0,790.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,326,Red Bull Energy Drink 250ml,Beverages,1,175.0,195.0,20.0,195.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,236,Sugar Loose,Sugar,4,80.0,86.0,24.0,344.0,kg,1,0,5,6,2025,none,0,32
2025-05-06,237,Icing Sugar 200g Pack,Sugar,2,52.0,58.0,12.0,116.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,294,Cinnamon (Daruchini) 50g Pack,Spices,3,88.0,98.0,30.0,294.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,251,Rui Fish Frozen,Fish,6,370.0,385.0,90.0,2310.0,kg,1,0,5,6,2025,none,0,32
2025-05-06,320,Sprite 250ml Bottle,Beverages,5,22.0,25.0,15.0,125.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,362,Radhuni Chili Sauce 340g Bottle,Condiments,2,108.0,115.0,14.0,230.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,293,Cardamom (Elachi) 20g Pack,Spices,5,195.0,215.0,100.0,1075.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,219,Rupchanda Soyabean Oil 1L Bottle,Oil,4,175.0,189.0,56.0,756.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,254,Shrimp (Chingri) Frozen,Fish,3,625.0,660.0,105.0,1980.0,kg,1,0,5,6,2025,none,0,32
2025-05-06,357,Indomie Noodles 5-Pack,Noodles,5,92.0,102.0,50.0,510.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,360,Radhuni BBQ Sauce 340g Bottle,Condiments,1,125.0,135.0,10.0,135.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,244,Country Eggs (Dozen),Eggs,6,158.0,170.0,72.0,1020.0,dozen,1,0,5,6,2025,none,0,32
2025-05-06,299,Fennel Seeds (Mouri) 100g Pack,Spices,1,82.0,90.0,8.0,90.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,320,Sprite 250ml Bottle,Beverages,5,22.0,25.0,15.0,125.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,209,Maida (Refined Flour) Loose,Flour,6,60.0,68.0,48.0,408.0,kg,1,0,5,6,2025,none,0,32
2025-05-06,317,Coca Cola 250ml Bottle,Beverages,2,22.0,25.0,6.0,50.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,298,Coriander Seeds 100g Pack,Spices,6,58.0,65.0,42.0,390.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,274,Cucumber Loose,Vegetables,2,45.0,48.0,6.0,96.0,kg,1,0,5,6,2025,none,0,32
2025-05-06,265,Bottle Gourd (Lau) Loose,Vegetables,6,44.0,48.0,24.0,288.0,kg,1,0,5,6,2025,none,0,32
2025-05-06,331,Milk Vita 1L Pack,Dairy,1,104.0,112.0,8.0,112.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,207,Fresh Atta 1kg Pack,Flour,1,63.0,70.0,7.0,70.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,248,Local Beef,Meat,5,720.0,750.0,150.0,3750.0,kg,1,0,5,6,2025,none,0,32
2025-05-06,376,Sundarbans Honey 500g Bottle,Condiments,2,545.0,580.0,70.0,1160.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,303,Pran Chanachur 400g Pack,Snacks,3,80.0,88.0,24.0,264.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,224,Radhuni Mustard Oil 1L Bottle,Oil,1,182.0,195.0,13.0,195.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,364,Pran Mango Pickles 400g Jar,Condiments,4,148.0,158.0,40.0,632.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,346,Fresh Brown Bread 400g Loaf,Bakery,1,49.0,55.0,6.0,55.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,276,Pran Masala Powder 100g Pack,Spices,4,78.0,85.0,28.0,340.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,350,Cake Rusk 300g Pack,Bakery,6,68.0,75.0,42.0,450.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,276,Pran Masala Powder 100g Pack,Spices,5,78.0,85.0,35.0,425.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,321,Sprite 1L Bottle,Beverages,3,78.0,85.0,21.0,255.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,343,Pran Milk Powder 500g Pack,Dairy,2,445.0,475.0,60.0,950.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,254,Shrimp (Chingri) Frozen,Fish,4,625.0,660.0,140.0,2640.0,kg,1,0,5,6,2025,none,0,32
2025-05-06,224,Radhuni Mustard Oil 1L Bottle,Oil,5,182.0,195.0,65.0,975.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,246,Broiler Chicken Frozen,Meat,5,295.0,310.0,75.0,1550.0,kg,1,0,5,6,2025,none,0,32
2025-05-06,238,Molasses (Gur) 500g,Sugar,2,48.0,55.0,14.0,110.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,212,Suji Loose,Flour,1,92.0,105.0,13.0,105.0,kg,1,0,5,6,2025,none,0,32
2025-05-06,201,Chinigura Rice 1kg Pack,Rice,6,152.0,165.0,78.0,990.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,234,Teer Sugar 1kg Pack,Sugar,4,82.0,88.0,24.0,352.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,352,ACI Vermicelli 500g Pack,Noodles,3,125.0,135.0,30.0,405.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,285,Radhuni Meat Curry Masala 100g Pack,Spices,6,82.0,88.0,36.0,528.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,195,Chinigura Rice Loose,Rice,2,148.0,165.0,34.0,330.0,kg,1,0,5,6,2025,none,0,32
2025-05-06,303,Pran Chanachur 400g Pack,Snacks,6,80.0,88.0,48.0,528.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,270,Pumpkin (Misti Kumra) Loose,Vegetables,3,38.0,42.0,12.0,126.0,kg,1,0,5,6,2025,none,0,32
2025-05-06,209,Maida (Refined Flour) Loose,Flour,3,60.0,68.0,24.0,204.0,kg,1,0,5,6,2025,none,0,32
2025-05-06,287,Radhuni Fish Curry Masala 100g Pack,Spices,1,80.0,88.0,8.0,88.0,pcs,1,0,5,6,2025,none,0,32
2025-05-06,192,Nazirshail Rice Loose,Rice,1,83.0,92.0,9.0,92.0,kg,1,0,5,6,2025,none,0,32
2025-05-06,293,Cardamom (Elachi) 20g Pack,Spices,5,195.0,215.0,100.0,1075.0,pcs,1,0,5,6,2025,none,0,32
